8;9;148;240;30;3144000;0.300029103;0.5337658159695;1
9;10;148;240;30;3144000;0.301767482;0.533765815513263;1
0;3;148;240;10;1048000;0.038645373;0.533765816740248;1
3;7;148;240;1;104800;0.016355503;0.533765817928049;1
0;2;240;480;8;876800;0.037486935;0.878550315659726;1
2;4;54;148;5;514800;0.093985707;0.372767428859704;1
0;6;150;240;20;2096000;0.230627368;0.587158581568945;1
6;5;54;148;4;411840;0.068318664;0.372767428878295;1
1;11;95;148;5;514800;0.061949665;0.435256600033907;1
