0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0.00260382776732743;0.00260382776732743;0.5;0
0;0;0;0;0;0;0;0;0;0.0129407904602084;0.0129407904602084;0.5;0
0;0;0;0;0;0;0;0;0;0.0384478733909804;0.0384478733909804;0.5;0
0;0;0;0;0;0;0;0;0;0.0756319714172924;0.0756319714172924;0.5;0
0;0;0;0;0;0;0;0;0;0.109180663350542;0.109180663350542;0.5;0
0;0;0;0;0;0;0;0;0;0.133656582223267;0.133656582223267;0.5;0
0;0;0;0;0;0;0;0;0;0.147982321346784;0.147982321346784;0.5;0
0;0;0;0;0;0;0;0;0;0.156666666666667;0.156666666666667;0.5;0
0;0;0;0;0;0;0;0;0;0.150777230085045;0.150777230085045;0.5;0
0;0;0;0;0;0;0;0;0;0.13536895771021;0.13536895771021;0.5;0
0;0;0;0;0;0;0;0;0;0.111869001726152;0.111869001726152;0.5;0
0;0;0;0;0;0;0;0;0;0.0828573177246964;0.0828573177246964;0.5;0
0;0;0;0;0;0;0;0;0;0.0484828867230181;0.0484828867230181;0.5;0
0;0;0;0;0;0;0;0;0;0.018520665512226;0.018520665512226;0.5;0
0;0;0;0;0;0;0;0;0;0.00563077819413884;0.00563077819413884;0.5;0
0;0;0;0;0;0;0;0;0;0.000135258400021066;0.000135258400021066;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
0;0;0;0;0;0;0;0;0;0;0;0.5;0
