12,5,0.5,100,0.2,1692.49523357436,1692
5,4,0.5,200,0.2,1269.37142518077,1269
4,2,0.5,50,0.2,1057.80952098398,1057
2,6,0.5,250,0.2,846.247616787181,846
11,12,0,0,0,0,0
